Loyalty#,Income,Months_Enrolled,Total_Flights,Total_DistanceKM,Total_Points_Redeemed,Recency
480934,0.7015933027275183,0.6805555555555556,0.3524904214559387,0.48485675181722715,0.24826672984493775,0.0
549612,0.0,0.673611111111111,0.4789272030651341,0.38700231185650485,0.15972348486935506,0.0
429460,0.0,0.736111111111111,0.2222222222222222,0.22794033063650213,0.10063710878600382,0.11
608370,0.0,0.9305555555555556,0.36590038314176243,0.3691294818456106,0.29994067854197776,0.0
530508,0.9785059161240637,0.7916666666666666,0.31992337164750956,0.353077679889392,0.0,0.0
927943,0.0,0.8194444444444444,0.367816091954023,0.49658174751184025,0.3966585306276872,0.0
188893,0.9328972504775908,0.611111111111111,0.40421455938697315,0.4105034610912074,0.144683750511946,0.02
852392,0.9328972504775908,0.7430555555555556,0.2796934865900383,0.33895935762575585,0.35709681151754574,0.01
866307,0.9328972504775908,0.625,0.41379310344827586,0.2910748492827718,0.3953306849883653,0.01
932823,0.47207969514207704,0.7569444444444444,0.4521072796934866,0.4124896285835234,0.14059185551276332,0.01
144514,0.24208599633930447,0.6527777777777777,0.289272030651341,0.36053697187054795,0.23923260439566496,0.01
611765,0.7964313219511707,0.5208333333333333,0.16475095785440613,0.1645408430373073,0.06341702617674122,0.0
988178,0.0,0.875,0.5919540229885057,0.5335490760080319,0.27458856069246323,0.0
286114,0.0,0.6180555555555556,0.2739463601532567,0.39920101963801474,0.4758958366621303,0.01
205785,0.28147347996119265,0.6388888888888888,0.3524904214559387,0.35486696139322993,0.235594344075476,0.0
735304,0.28147347996119265,0.611111111111111,0.24137931034482757,0.3731317465603999,0.240369445959621,0.0
438936,0.849971494583971,0.875,0.5076628352490421,0.441898409316121,0.07401407920424764,0.0
243713,0.0,0.5138888888888888,0.3544061302681992,0.3638148988666769,0.0,0.0
354730,0.0,0.7152777777777777,0.24712643678160917,0.2840717705366956,0.0,0.11
413741,0.0,0.7291666666666666,0.31417624521072796,0.2733149490204898,0.4772604138544072,0.05
552965,0.0,0.45138888888888884,0.021072796934865898,0.020093080504567443,0.0,0.0
642313,0.0,0.673611111111111,0.318007662835249,0.3928517094704838,0.4243228997357165,0.03
263080,0.0,0.8263888888888888,0.26053639846743293,0.23121777952192565,0.04822852902986459,0.0
109767,0.7812284334023465,0.6597222222222222,0.4022988505747126,0.4919653974070527,0.4213807023440241,0.0
217754,0.9635330712835439,0.736111111111111,0.2739463601532567,0.33231639186297657,0.0,0.0
157005,0.9119932787229574,0.625,0.47701149425287354,0.502719159014744,0.1332804398970782,0.01
557752,0.9119932787229574,0.5416666666666666,0.18007662835249041,0.2139663978058926,0.20573342810073997,0.0
608758,0.4358628139346476,0.8958333333333333,0.3390804597701149,0.34370135522391887,0.0,0.0
599341,0.31414968844080376,0.7013888888888888,0.5517241379310345,0.6786513720964457,0.40405993854811195,0.0
333502,0.0,0.8402777777777777,0.31992337164750956,0.28338797660585197,0.058880679386803456,0.0
201574,0.2661005591062302,0.5,0.0,0.0,0.0,1.0
403361,0.5237095048059132,0.5416666666666666,0.1475095785440613,0.17569631325966414,0.0,0.01
543918,0.10855062461867755,0.9513888888888888,0.5,0.42720272056466024,0.786262766510374,0.01
806030,0.6007941508886688,0.4930555555555555,0.09578544061302681,0.12092375960631983,0.08545595794971818,0.0
119200,0.518428501415269,0.5763888888888888,0.2739463601532567,0.25991560963561366,0.14905664189123422,0.01
175967,0.602414458747162,0.5138888888888888,0.3544061302681992,0.27119452804210126,0.09435601323070539,0.0
238119,0.602414458747162,0.9097222222222221,0.4540229885057471,0.3924748626124983,0.09294919475253036,0.0
730388,0.0,0.9930555555555555,0.4003831417624521,0.5097870695724706,0.0,0.0
834891,0.3082685710284954,0.45138888888888884,0.0,0.0,0.0,1.0
127400,0.0,0.8194444444444444,0.2624521072796935,0.3868438659687398,0.1499088139197893,0.02
324557,0.0,0.9305555555555556,0.30268199233716475,0.3472491279021679,0.18731622744912224,0.0
742002,0.0,0.6597222222222222,0.26053639846743293,0.2581426795179,0.08049719830079836,0.01
536567,0.6668867084746102,0.6597222222222222,0.48659003831417624,0.41270449153452404,0.17954383084385234,0.0
704835,0.6668867084746102,0.6319444444444444,0.3505747126436781,0.33837520196591475,0.34139039947400424,0.03
733338,0.6668867084746102,0.5,0.036398467432950186,0.046434302951406076,0.0,0.23
758635,0.6668867084746102,0.4861111111111111,0.05938697318007662,0.03302310642103634,0.0,0.0
823048,0.6668867084746102,0.4930555555555555,0.1053639846743295,0.14127310744897437,0.0,0.01
612905,0.0,0.7638888888888888,0.3486590038314176,0.29233438412504165,0.16309911458591603,0.0
679908,0.6245686680469289,0.7222222222222222,0.3639846743295019,0.4102127697823325,0.2168998201990483,0.0
704150,0.6245686680469289,0.7916666666666666,0.34674329501915707,0.37480695084993265,0.1954706322051237,0.0
869743,0.5649073323931547,0.5,0.18582375478927202,0.18854056611558673,0.0,0.17
596179,0.2593192706614257,0.8402777777777777,0.4386973180076628,0.2984753336471653,0.0,0.01
370450,0.20923975555355517,0.9513888888888888,0.38697318007662834,0.483288739947842,0.3846124178361075,0.0
501030,0.8424500655124474,0.5902777777777777,0.2567049808429119,0.25171161241974793,0.0,0.01
878633,0.19248657244876527,0.861111111111111,0.4329501915708812,0.491282750941902,0.0,0.0
285938,0.6003240615716987,0.798611111111111,0.36590038314176243,0.37431401871267933,0.09217783214047616,0.02
588237,0.6003240615716987,0.8680555555555556,0.3333333333333333,0.34148148721881,0.4301779092767374,0.02
645280,0.6003240615716987,0.9444444444444444,0.41570881226053635,0.3696319761969717,0.2220367278797997,0.02
864324,0.6003240615716987,0.4861111111111111,0.39846743295019155,0.4006739830991691,0.3341120422559785,0.01
124678,0.1837849191346356,0.9027777777777777,0.4348659003831417,0.3660025422102427,0.07809495473754387,0.01
186015,0.1837849191346356,0.7152777777777777,0.3563218390804598,0.30051600575989534,0.2297191321803299,0.0
461108,0.1837849191346356,0.4583333333333333,0.011494252873563218,0.02293688298020555,0.0,0.0
589580,0.1837849191346356,0.7222222222222222,0.4693486590038314,0.36184747331401196,0.2751285145209012,0.0
623688,0.1837849191346356,0.6597222222222222,0.4521072796934866,0.3079818956687856,0.36524386996295627,0.01
751616,0.1837849191346356,0.5,0.16666666666666666,0.23042555008310045,0.16620476738825804,0.15
256147,0.0,0.9652777777777777,0.4348659003831417,0.46571214733000516,0.08933113678646663,0.02
329382,0.0,0.9722222222222222,0.0,0.0,0.0,1.0
140392,0.8871785639271462,0.8958333333333333,0.31417624521072796,0.26093647161375466,0.256386239625632,0.01
541008,0.3810323961552695,0.5,0.09961685823754789,0.08433203488027965,0.0,0.0
230908,0.2347846090757244,0.9930555555555555,0.4559386973180076,0.4538050870787809,0.0,0.0
972581,0.1461877756773787,0.6805555555555556,0.2796934865900383,0.27668639447059235,0.2607756602037499,0.0
357549,0.6082855742591092,0.25,0.0,0.0,0.0,1.0
157729,0.7245276602554486,0.5069444444444444,0.1111111111111111,0.09145875305476883,0.0,0.0
910875,0.7245276602554486,0.9513888888888888,0.2547892720306513,0.33075669911986516,0.07133267583853545,0.0
501704,0.0,0.9097222222222221,0.29885057471264365,0.3156221047408597,0.5805679065402367,0.01
529098,0.0,0.5416666666666666,0.18582375478927202,0.1727836628424504,0.3149510276570228,0.01
265297,0.3910843060181435,0.25,0.07279693486590037,0.04478749843777327,0.0,0.0
567875,0.9643132195117072,0.5763888888888888,0.1264367816091954,0.23172945359883015,0.0,0.0
688524,0.983516868204959,0.923611111111111,0.24137931034482757,0.25627852587759853,0.7418671750313596,0.0
269070,0.17223272421760136,0.9375,0.40996168582375475,0.5181522857181926,0.29210400171903667,0.0
387705,0.17223272421760136,0.9166666666666666,0.3908045977011494,0.4098882282355162,0.18505172720944882,0.01
923293,0.7502125403826727,0.6527777777777777,0.4291187739463601,0.4429790351324353,0.17633165653794095,0.0
283314,0.5497444514457748,0.5972222222222222,0.0,0.0,0.0,1.0
322102,0.0,0.5,0.0,0.0,0.0,1.0
789157,0.0,0.46527777777777773,0.022988505747126436,0.023721940758449963,0.0,0.01
